latitude	longitutde
33.43511897	-96.59644358
33.42770822	-96.59241343
33.54132152	-96.60958806
33.4690963	-96.61507774
33.50893437	-96.61669414
33.89257462	-96.48166486
33.61492718	-96.61016561
33.58405379	-96.60619316
33.73489286	-96.58524967
33.81279156	-96.53456682
33.79527668	-96.55313359
33.74620854	-96.58521899
33.7338731	-96.58524663
33.69656273	-96.59735323
33.66985252	-96.61003192
33.47974269	-96.61758567
33.42865133	-96.59270305
33.45694898	-96.60817761
33.7415304	-96.58522611
33.15108579	-96.66386626
33.14402274	-96.68249779
33.7020848	-96.59362427
33.67431126	-96.60928086
33.14322441	-96.68448392
33.12942351	-96.66008153
33.11062358	-96.67395481
32.67530794	-97.09008447
32.67592031	-97.09260873
32.81426395	-96.86636049
32.76769367	-96.88779225
32.79482337	-96.80187942
32.7937788	-96.8024827
32.77922692	-96.80554771
32.77035705	-96.81778196
32.76755337	-96.83225808
32.79158524	-96.81251256
32.79531427	-96.79863022
32.7945383	-96.79971875
32.81196054	-96.86000112
32.80624649	-96.83898213
32.81089146	-96.85206656
32.80472132	-96.82316225
32.79905978	-96.82132311
32.80223777	-96.83128921
32.79972793	-96.7947503
32.76411045	-96.84734697
32.76709522	-96.8802394
32.76771692	-96.83229454
32.7844705	-96.81032163
32.78195503	-96.80710457
32.78264644	-96.81126023
32.79341622	-96.80257162
32.78470199	-96.7863675
32.79994274	-96.79293095
32.79006147	-96.79172386
32.84479766	-96.77401654
32.82982663	-96.78178445
32.83519337	-96.77931288
32.87502616	-96.77009693
32.90390416	-96.76888021
32.89933061	-96.76894831
32.89544039	-96.768994
32.81631909	-96.78894648
32.81003287	-96.79207374
32.88880707	-96.76958212
32.87452256	-96.77006066
32.85931602	-96.77015942
32.85436034	-96.77049751
32.82470156	-96.78448817
32.82493329	-96.78446008
32.80220908	-96.79295364
32.78400095	-96.78619085
32.8656749	-96.77010572
32.90766868	-96.7688053
32.7678702	-96.87466085
32.76624926	-96.90855259
32.76508914	-96.92930295
32.76180752	-96.96082027
32.76248616	-96.94649551
32.75942923	-97.00022108
32.75856065	-96.99015301
32.766135	-96.90298623
32.76666284	-96.8948469
33.07732082	-96.6855178
32.96017755	-96.72761966
32.9502222	-96.73486901
32.94342077	-96.74135914
32.99266817	-96.70975179
32.98148236	-96.71322666
33.01884177	-96.70905958
33.01095151	-96.70797994
33.00541591	-96.70789241
33.03730583	-96.70450087
33.04409673	-96.70091864
33.03011397	-96.70819496
33.02394205	-96.70990619
32.97022546	-96.71928129
32.99803081	-96.70898813
32.94540298	-96.73890307
32.93836075	-96.74772072
32.93367738	-96.75357036
32.91393997	-96.76787952
32.91056946	-96.7686977
32.92719536	-96.76131246
32.9206252	-96.76538019
33.06975126	-96.68857868
33.06083015	-96.69220211
33.05355149	-96.69587736
32.93129424	-96.75658595
32.92794247	-96.76046898
39.64318502	-83.90188809
39.85555025	-84.17929043
39.69499478	-83.98286111
39.69487108	-83.9815646
39.83675229	-84.02027555
39.84513704	-84.08320608
39.83904925	-84.05623991
39.83548025	-84.02213659
39.83622044	-84.02016348
39.66287022	-83.92980999
39.66193101	-83.91927105
39.67723111	-83.96438426
39.82949904	-84.18812728
39.79598768	-84.18933625
39.81682384	-84.19012813
39.83892455	-84.02181095
39.83549855	-84.02071608
39.83571262	-84.02071782
39.8451771	-84.08377965
39.83876777	-84.03129093
39.83441223	-84.01883065
39.83175448	-84.01933664
39.64587131	-83.9089243
39.62332482	-83.89314871
39.67165757	-83.96099774
39.85565429	-84.1783171
39.68017942	-83.96941998
39.82497601	-84.19327626
39.63735642	-84.23096392
39.67338002	-83.94651895
39.68737699	-83.97121655
39.82343176	-84.19163959
39.80642295	-84.18979863
39.66770011	-83.92828701
39.68651553	-83.97102383
39.63762422	-83.90782903
39.59934292	-83.86179891
39.60928003	-83.88223852
39.83907808	-84.02061928
39.68633988	-83.97115774
39.8396772	-84.02195559
39.82657006	-84.18577169
39.56813138	-83.70233014
39.61625508	-83.88355042
39.6915103	-83.97205055
39.66420023	-83.9138102
39.66855152	-83.94050807
39.78659172	-84.1916577
39.66602563	-83.91445436
39.85546395	-84.18028041
39.82218179	-84.19115354
39.84518483	-84.08388574
39.69411555	-83.97763619
39.6890387	-83.97416427
39.67033738	-83.95199572
39.67907133	-83.96449904
39.66970109	-83.95563325
39.66329353	-83.9471212
39.62867008	-84.2184781
39.74588253	-84.20426405
39.72528704	-84.21105457
39.71846363	-84.21685926
39.82196775	-84.19158542
39.65036465	-84.23324213
39.73488019	-84.2054224
39.62921845	-84.21563813
39.62891092	-84.21798291
39.63116835	-84.22989118
39.63014663	-84.21330202
39.63034661	-84.21099649
39.70128866	-84.2263158
39.65709831	-84.23348891
39.68959605	-84.2293415
39.79866946	-84.18970932
39.77200333	-84.19188925
39.6339273	-84.23032219
39.80506728	-84.18918973
39.77781399	-84.18713186
39.71693624	-84.21844511
39.68804671	-84.23035901
39.70143461	-84.22534506
39.67281189	-84.23309062
39.67320942	-84.2329421
39.68291665	-84.23116279
39.69408209	-83.9765586
39.68216393	-84.22980614
39.66344425	-83.92695407
39.69362231	-83.97350639
39.79949825	-84.1876883
39.77743855	-84.1902043
39.76166023	-84.20042903
39.73212202	-84.2107345
39.68011369	-84.23122848
39.631723	-84.21741272
39.63596861	-84.23060432
39.78153272	-84.19514357
39.75822808	-84.20110436
39.74231636	-84.20648289
39.78868369	-84.18856891
39.77312212	-84.19198875
39.72461022	-84.21043528
39.7821839	-84.18762676
39.74986801	-84.2040697
39.73957586	-84.20481069
39.74165961	-84.20553025
39.63050976	-84.21146028
39.64060386	-84.22237442
39.69534807	-83.98403076
39.78830133	-84.1876621
39.64836995	-84.22019652
39.63038128	-84.21112699
39.62937301	-84.22408903
39.74683565	-84.2047279
39.75221303	-84.20343214
40.41573211	-75.83394517
41.02441832	-76.09102879
40.97791562	-75.13202759
40.99270582	-75.24139297
41.04044599	-75.31368505
41.03128467	-75.30902663
41.02441666	-75.30574798
41.06274908	-75.34742517
41.05300016	-75.33520043
41.06756661	-75.38316635
40.98741801	-75.14253458
40.98281479	-75.1375525
40.98795889	-75.23615923
40.98621636	-75.23179162
40.98890517	-75.2416121
40.99210641	-75.25146859
40.99763427	-75.26858282
40.47183368	-75.79669015
40.39910002	-75.86237009
40.37191302	-75.9061066
40.38989905	-75.88301588
40.4638028	-75.79216522
40.4439209	-75.80046549
40.4272653	-75.81145026
40.40410089	-75.85473419
40.41243498	-75.84477607
40.39390442	-75.86858294
40.37842937	-75.89874711
40.3784416	-75.89851067
40.46626559	-75.80195011
40.43198397	-75.80986391
40.46792175	-75.80328152
40.99503116	-75.16498377
40.99454163	-75.16617729
40.37107271	-75.91618466
40.97771656	-75.13481135
41.07248455	-75.41968469
41.07295717	-75.41493694
41.07159732	-75.43764981
41.07192593	-75.43027867
41.07296406	-75.41270395
41.07317036	-75.40801283
40.99809363	-75.15442533
41.06718586	-75.38444783
41.04615084	-75.31722823
40.99604088	-75.16199009
40.98732058	-75.23370884
41.0719803	-75.44971027
41.07999051	-75.60432426
41.07843385	-75.59029051
41.08032598	-75.60784513
41.05792764	-75.76705993
41.0582916	-75.77159397
41.05730247	-75.84514198
41.05868288	-75.91522903
41.05582096	-75.94629316
41.05685456	-75.82015287
41.08182634	-75.64647782
41.0597287	-75.77142161
41.05709469	-75.7817428
41.05804506	-75.76858479
41.06163403	-75.73674189
41.05730599	-75.77710232
41.08156469	-75.61752022
41.07895513	-75.66386693
41.0176698	-76.17084994
41.01729639	-76.20812394
41.01698976	-76.20968288
41.01766897	-76.19710394
41.01119345	-76.15088045
41.01441036	-76.14631889
41.01208395	-76.16709342
41.02522016	-76.09072113
41.04603638	-76.00557061
41.02071559	-76.10362236
41.03797205	-76.0160314
41.07759008	-75.66628102
41.07403817	-75.67207677
41.05762124	-75.93376128
41.05857484	-75.9258175
41.04598792	-75.99934757
41.04761612	-76.00494431
41.05129383	-75.97204461
41.04073569	-76.03668652
39.1878202	-77.67576893
40.76175697	-111.868326
40.72031938	-111.8969342
40.7348845	-111.8958696
40.77009262	-111.8695717
40.76301148	-111.8623698
40.76524516	-111.8711633
40.76364381	-111.8671953
40.75517963	-111.8526241
40.76428153	-111.8701237
40.75940688	-111.8796889
40.75690849	-111.8869173
40.75715097	-111.8772435
40.76143681	-111.8782914
40.76118341	-111.8683334
40.76060884	-111.8839001
40.75377485	-111.8878464
40.74148625	-111.8969482
40.71005374	-111.8916221
40.70338496	-111.8937648
40.7732302	-111.8686026
40.6801343	-111.8429303
40.67092806	-111.8404931
40.76660514	-111.8638954
40.76822986	-111.8456155
40.77824997	-111.8640849
40.7494063	-111.8881205
40.73406817	-111.8364451
40.75898221	-111.8716489
40.71906291	-111.8968027
40.7025473	-111.8937571
40.62840687	-111.875913
40.62598161	-111.889977
40.76690192	-111.849796
40.74560651	-111.8538428
40.70863456	-111.8539551
40.73091866	-111.8968104
40.72394694	-111.8403438
40.71634345	-111.8076697
40.63429539	-111.819032
40.80027077	-111.8379367
40.72871353	-111.8860625
40.67608146	-111.8003115
40.73865817	-111.8951274
40.67220747	-111.84083
40.67184448	-111.8407363
39.21936683	-106.864479
39.20016284	-106.8469145
39.19645977	-106.8269269
40.77833176	-111.8492611
40.72134681	-111.851252
40.73004217	-111.8176055
40.77172196	-111.8452786
40.75919876	-111.8443517
40.79181202	-111.8184408
40.77189069	-111.8580964
40.76650858	-111.845077
40.72914689	-111.8880972
40.37737606	-118.3039276
40.76457457	-111.849494
40.75698121	-111.8525255
40.83593202	-117.1950685
40.8342601	-117.1903886
40.85443098	-117.2138252
41.33958993	-94.01324395
41.33958993	-94.01324395
41.33958993	-94.01324395
41.33958993	-94.01324395
40.75573423	-111.8728134
40.73559814	-111.888255
40.74725843	-111.8928805
33.69610286	-96.59764762
40.75960457	-111.837725
40.76080084	-111.8520641
40.75716005	-111.8799351
40.74785564	-111.8799297
40.74575962	-111.8967268
40.75218041	-111.883274
40.72864186	-111.8968584
40.73642907	-111.8933514
40.72453737	-111.8970314
40.64592986	-111.80296
40.73202878	-111.8968597
40.67492187	-111.8417226
40.66481839	-111.8052986
40.72299242	-73.99915874
40.75624645	-73.98418128
34.53237062	-111.9413209
40.76551315	-111.8626773
40.7500749	-111.8604524
40.76102496	-111.8683039
40.76054133	-111.8509532
40.70176899	-111.8514067
40.63039132	-111.8779544
40.7895157	-111.8329175
40.8025449	-111.8199632
40.7337178	-113.1281265
40.73590804	-113.0974576
40.73663614	-113.1006015
40.72982201	-113.3036121
40.77785588	-111.8799757
41.30056326	-72.53308697
40.72396517	-74.00088072
45.32653552	-85.23578334
45.32536162	-85.24020588
45.32587807	-85.23826432
45.1634642	-85.34568102
45.09417017	-85.35863299
44.74698778	-85.63700727
44.74813932	-85.63605317
43.74242242	-84.75797284
43.7392994	-84.75804002
43.73517286	-84.75811861
43.25505075	-84.56309768
40.72867419	-113.372557
40.69165457	-111.7963904
40.79029557	-111.855425
40.62117995	-111.7970973
40.73244077	-111.896872
40.6700483	-111.840363
40.72343767	-73.99985075
40.76654553	-111.8504419
40.74846741	-111.8804528
40.72424715	-111.8851707
47.58534399	-122.1480699
47.54363973	-122.2845035
47.53621429	-122.2814485
47.50956319	-122.2585407
47.51460063	-122.2661649
47.5693956	-122.2970285
47.57111928	-122.2975311
47.55838786	-122.2920183
47.53645254	-122.2811383
47.53513274	-122.2809419
47.55598774	-122.2907419
47.54908567	-122.2871282
47.58541906	-122.1483636
47.58590228	-122.148656
47.58542886	-122.1465812
47.50136045	-122.2343788
47.50166482	-122.2341696
47.50377737	-122.2522861
47.52774713	-122.2799492
47.52307033	-122.2769526
47.52328424	-122.278509
47.60746437	-122.3302224
47.60957561	-122.3314246
47.61715949	-122.3490233
47.61763815	-122.3518859
47.61326738	-122.33039
47.62433859	-122.3555491
47.56837889	-122.2970372
47.56626577	-122.296774
47.62629552	-122.3587773
47.62279125	-122.3554396
47.59535351	-122.3197603
47.59851571	-122.321633
47.62140676	-122.3554224
47.61911956	-122.3552665
47.58558677	-122.1484179
47.56063522	-122.2934008
47.59256697	-122.3125998
47.5013781	-122.2373031
47.50137091	-122.2368171
47.51991688	-122.2725483
47.57050347	-122.2972313
47.57068582	-122.2972201
47.58624559	-122.3021878
47.5613277	-122.2938626
47.58959412	-122.3085749
47.50139904	-122.2389593
47.58993608	-122.3029834
40.69631785	-74.02125478
40.73801429	-111.849848
40.72171032	-111.8537754
40.66998258	-112.3841943
40.75837612	-73.98766279
40.75861216	-73.98794711
40.69986641	-74.0130955
40.69258869	-74.0278548
47.50021545	-122.2414464
47.50134889	-122.240893
47.4996446	-122.2433578
47.50159352	-122.2493885
40.77944732	-111.8647745
40.78797776	-111.8633717
40.76283677	-111.8714525
40.76497436	-111.8877375
40.75837612	-73.98875713
40.75638056	-73.98456216
38.69237365	-121.5874694
38.69197986	-121.58785
40.69179296	-74.02932018
40.70338547	-74.01574016
40.69250429	-74.02814698
43.12075066	-87.91301623
40.74673265	-111.8538398
35.3552743	-111.5668303
33.99690138	-112.1339683
39.51447346	-119.9206194
40.78398002	-111.8613223
40.77371082	-111.861744
40.74772163	-111.8967981
40.76870211	-111.8580885
40.77085359	-111.8577722
40.76370399	-111.8608593
40.77337988	-111.8595621
40.76726287	-111.8494723
37.79737671	-121.9858757
40.63040569	-111.8537416
40.78116177	-111.8624248
40.73517523	-111.853922
41.0881055	-111.9796329
41.08876921	-111.9894124
41.08559137	-111.9811126
41.08921785	-111.9919949
41.1286556	-112.0250947
41.11934274	-112.0187616
41.30695284	-112.0074992
41.17202977	-112.0194937
41.15459417	-112.0245356
41.20865846	-112.0016983
41.1900146	-112.006485
41.18244271	-112.0142662
41.30707589	-112.010665
41.2313988	-112.0129931
41.21057716	-111.9979848
41.22180557	-112.0083797
41.14375834	-112.0252989
41.13639144	-112.0253998
41.10906203	-112.0090661
41.09437711	-111.9954517
41.10029003	-112.0010131
41.18346181	-112.0134539
41.25295098	-112.018697
41.30719408	-112.0225765
41.29115467	-112.0258911
41.25971089	-112.0223086
41.32518053	-111.9976271
41.30701026	-112.0036109
41.31231307	-112.0083895
40.67088859	-111.840526
40.76535798	-111.8546134
40.67153156	-111.8406621
40.75975478	-111.8381166
40.69754362	-74.01706249
40.61983815	-111.7937421
40.68225097	-111.7976693
40.73150857	-111.8330896
40.78076663	-73.92032503
37.54696167	-113.1982993
37.48302371	-113.2205054
37.57347308	-113.1819252
37.51752643	-113.2112924
40.67024915	-112.3825106
38.5732938	-112.6087909
38.46622345	-112.6179817
38.35718723	-112.6559357
38.57537367	-112.6081563
38.4517485	-112.6265643
38.23773561	-112.6490898
38.44696869	-112.6292682
38.18872975	-112.6401345
39.07849965	-112.2743959
38.9375369	-112.3728682
39.59822628	-111.4151716
39.68192542	-111.4580306
37.41789507	-113.2364604
37.35022223	-113.2691525
37.36930906	-113.2575802
37.25067171	-113.3432756
37.28346704	-113.3085328
37.19771009	-113.2766462
40.78838395	-114.1530705
40.88143744	-114.2509144
38.82217946	-112.4890013
38.66392962	-112.5912503
38.56911305	-112.6090582
38.72793147	-112.5681015
39.5896745	-111.9228978
39.44791445	-112.0192988
39.51088969	-111.9678054
39.5204272	-111.9594173
37.17770264	-113.2722134
37.26453732	-113.2997287
37.21709582	-113.2762959
38.92039687	-112.3796885
40.75214931	-113.041959
40.72691943	-113.1796574
40.75558954	-113.0261328
40.75806601	-113.0169514
40.72739564	-113.264254
40.70435459	-112.5087102
40.69614192	-112.4770665
40.7180396	-112.5520572
39.30919012	-112.0866772
39.14000275	-112.2376884
39.20246634	-112.1748109
39.23112428	-112.1409905
39.21958492	-112.1550934
39.40585824	-112.0567088
39.3471679	-112.0810663
40.76429575	-111.8625582
40.75066738	-111.882812
40.75637528	-111.8852114
40.76888784	-111.8613328
40.72248708	-111.839634
40.72238117	-111.8959883
40.76612234	-111.8604689
40.76339183	-111.852957
40.76255419	-111.8642203
40.32627832	-111.736577
40.32906215	-111.7370017
40.33854732	-111.7512905
40.32839576	-111.7347746
40.38672648	-111.8330551
40.46532282	-111.9132659
40.37919139	-111.8204926
40.41719185	-111.8744586
40.40632892	-111.8576624
40.39358391	-111.8390298
40.5138809	-111.8901505
40.50526147	-111.8832954
40.49234003	-111.892253
40.51067403	-111.8819542
40.49190062	-111.8928121
40.5109416	-111.8820969
40.38178398	-111.8274073
40.35772603	-111.7814741
40.4593415	-111.9141473
40.48432953	-111.8994447
40.47286685	-111.9081243
40.37597812	-111.8168467
40.44328276	-111.9053466
40.44394717	-111.9063517
40.36545831	-111.7936944
40.34868796	-111.7673829
40.44057419	-111.9021779
40.41813651	-111.873973
40.42448017	-111.8837361
40.43068362	-111.8953538
40.4446193	-111.9068332
40.43080037	-111.8954867
40.43996522	-111.9014751
40.43100873	-111.8950599
40.52124369	-111.8818045
40.50068882	-111.8856763
40.51682067	-111.881807
40.52462322	-111.8817328
40.48227771	-111.9026989
40.4654444	-111.9129803
40.51319032	-111.8832132
40.44973222	-111.9130215
40.76530169	-111.8669095
40.74715901	-111.8556572
40.75430205	-111.8919778
40.74017465	-111.858785
40.79228557	-111.8598139
40.6290597	-111.8782578
40.76404095	-111.8598264
40.63661121	-111.8078692
39.35782326	-77.14026861
30.26132575	-97.6857095
39.36094778	-77.15295879
40.76286814	-111.8487183
40.62199554	-111.9789509
40.62030417	-111.9774737
40.62083551	-111.8884249
40.57006864	-111.9000257
40.55804381	-111.8981092
40.54748376	-111.8956346
40.53709267	-111.8931795
40.52772531	-111.8913551
40.5442485	-111.8948687
40.55592741	-111.8976411
40.5795135	-111.9002595
40.67792443	-111.9521951
40.76524735	-111.9663072
40.74462957	-111.9488417
40.5581223	-111.9126146
40.52228129	-111.8912134
